Player ID,Full Name,First Name,Last Name,Position,Games Played (Avg),Points Per Game (Avg),Rebounds Per Game (Avg),Assists Per Game (Avg),Steals Per Game (Avg),Blocks Per Game (Avg),Field Goal % (Avg),Free Throw % (Avg),Three Point % (Avg),Rating
1629673,Jordan Poole,Jordan,Poole,jordan_poole,76.0,19.394736842105264,2.8070175438596494,4.451754385964912,1.030701754385965,0.3201754385964912,0.425,0.8766666666666666,0.3466666666666667,63.52
1641854,Craig Porter Jr.,Craig,Porter Jr.,craig_porter,51.0,4.637254901960785,1.7254901960784315,1.8529411764705883,0.37254901960784315,0.29411764705882354,0.5115000000000001,0.7255,0.39549999999999996,34.47
1629645,Kevin Porter Jr.,Kevin,Porter Jr.,kevin_porter_jr,50.0,10.28,3.706666666666667,3.413333333333333,1.08,0.1733333333333333,0.45533333333333337,0.7616666666666667,0.3213333333333333,48.59
1629008,Michael Porter Jr.,Michael,Porter Jr.,michael_porter_jr,73.33333333333333,17.42727272727273,6.572727272727273,1.6,0.5863636363636364,0.5454545454545455,0.4916666666666667,0.8013333333333333,0.40199999999999997,61.8
1626171,Bobby Portis,Bobby,Portis,bobby_portis,67.0,13.91542288557214,8.407960199004975,1.5572139303482586,0.6567164179104478,0.3781094527363184,0.49,0.798,0.38066666666666665,58.35
204001,Kristaps Porziņģis,Kristaps,Porziņģis,kristaps_porzingis,54.666666666666664,21.146341463414636,7.5548780487804885,2.292682926829268,0.7987804878048781,1.670731707317073,0.49899999999999994,0.8393333333333333,0.39066666666666666,75.08
1642366,Quinten Post,Quinten,Post,quinten_post,42.0,8.095238095238095,3.5238095238095237,1.3333333333333333,0.38095238095238093,0.42857142857142855,0.449,0.778,0.408,41.13
1630695,Micah Potter,Micah,Potter,micah_potter,20.333333333333332,3.9180327868852465,3.6557377049180326,0.6721311475409836,0.3114754098360656,0.3278688524590164,0.5213333333333333,0.5333333333333333,0.4386666666666666,0.0
203939,Dwight Powell,Dwight,Powell,dwight_powell,64.66666666666667,4.268041237113402,3.3298969072164946,1.072164948453608,0.4742268041237113,0.345360824742268,0.6999999999999998,0.6753333333333332,0.24433333333333337,36.51
1626181,Norman Powell,Norman,Powell,norman_powell,65.33333333333333,17.25,2.857142857142857,1.6122448979591837,0.8469387755102041,0.25,0.48299999999999993,0.8156666666666667,0.4166666666666667,56.37
1627752,Taurean Prince,Taurean,Prince,taurean_prince,70.66666666666667,8.70754716981132,3.061320754716981,1.6886792452830186,0.7641509433962264,0.30660377358490565,0.45533333333333337,0.7973333333333333,0.4053333333333333,43.17
1630202,Payton Pritchard,Payton,Pritchard,payton_pritchard,70.0,10.480952380952381,3.142857142857143,2.9714285714285715,0.5857142857142857,0.1,0.4506666666666666,0.8053333333333333,0.38533333333333336,46.32
1641765,Olivier-Maxence Prosper,Olivier-Maxence,Prosper,olivier,46.0,3.5,2.2282608695652173,0.6739130434782609,0.358695652173913,0.10869565217391304,0.3935,0.664,0.262,0.0
1642389,Zyon Pullin,Zyon,Pullin,zyon_pullin,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630243,Trevelin Queen,Trevelin,Queen,trevelin_queen,17.333333333333332,4.096153846153847,1.75,1.1923076923076925,0.7692307692307693,0.38461538461538464,0.33,0.8690000000000001,0.19833333333333333,29.16
1629674,Neemias Queta,Neemias,Queta,neemias_queta,31.666666666666668,5.010526315789473,3.884210526315789,0.6947368421052631,0.3263157894736842,0.6842105263157895,0.6536666666666667,0.48933333333333334,0.0,33.04
1630193,Immanuel Quickley,Immanuel,Quickley,immanuel_quickley,33.666666666666664,17.02970297029703,3.722772277227723,5.1683168316831685,0.7227722772277227,0.13861386138613863,0.432,0.86,0.38933333333333336,61.28
1631311,Lester Quinones,Lester,Quinones,lester_quinones,8.666666666666666,6.615384615384616,1.4615384615384617,1.8461538461538463,0.23076923076923078,0.15384615384615385,0.42766666666666664,0.8929999999999999,0.204,32.79
203944,Julius Randle,Julius,Randle,julius_randle,64.0,22.53125,8.734375,4.520833333333333,0.6302083333333334,0.2552083333333333,0.472,0.7813333333333334,0.33266666666666667,74.95
1641871,Duop Reath,Duop,Reath,duop_reath,57.0,7.114035087719298,3.0,0.8157894736842105,0.39473684210526316,0.45614035087719296,0.4415,0.8255,0.33999999999999997,37.43
1630559,Austin Reaves,Austin,Reaves,austin_reaves,73.0,16.474885844748858,3.9908675799086755,4.958904109589041,0.821917808219178,0.3013698630136986,0.4916666666666667,0.8646666666666666,0.38066666666666665,62.47
1629629,Cam Reddish,Cam,Reddish,cameron_reddish,33.666666666666664,5.2772277227722775,1.9405940594059405,0.8910891089108911,0.9405940594059407,0.31683168316831684,0.414,0.751,0.3056666666666667,33.4
1630194,Paul Reed,Paul,Reed,paul_reed,65.33333333333333,5.464285714285714,4.454081632653062,0.9183673469387755,0.7755102040816326,0.816326530612245,0.5466666666666667,0.7416666666666667,0.27366666666666667,40.45
1642024,Alex Reese,Alex,Reese,alex_reese,10.0,5.066666666666666,3.1333333333333333,0.26666666666666666,0.6666666666666667,0.6666666666666667,0.6509999999999999,0.5,0.244,35.98
1641810,Antonio Reeves,Antonio,Reeves,antonio_reeves,44.0,6.931818181818182,1.4318181818181819,0.8863636363636364,0.4772727272727273,0.09090909090909091,0.456,0.8,0.395,34.91
1629675,Naz Reid,Naz,Reid,naz_reid,76.33333333333333,13.139737991266376,5.397379912663756,1.5895196506550218,0.7117903930131005,0.8646288209606987,0.492,0.7296666666666667,0.3796666666666666,54.66
