player_id,full_name,first_name,last_name,position,rating,GP,PTS,REB,AST,STL,BLK,FG_PCT,FT_PCT,FG3_PCT,POS
1628392,Isaiah Hartenstein,Isaiah,Hartenstein,isaiah_hartenstein,51.55,71.33333333333333,541.6666666666666,591.0,169.66666666666666,62.333333333333336,70.33333333333333,0.5866666666666668,0.686,0.18300000000000002,isaiah_hartenstein
1630573,Sam Hauser,Sam,Hauser,sam_hauser,40.08,76.66666666666667,609.6666666666666,234.66666666666666,72.33333333333333,36.666666666666664,19.666666666666668,0.4506666666666667,0.867,0.41933333333333334,sam_hauser
1641722,Jordan Hawkins,Jordan,Hawkins,jordan_hawkins,38.41,61.5,564.0,153.0,68.0,24.5,15.0,0.377,0.827,0.34850000000000003,jordan_hawkins
1629637,Jaxson Hayes,Jaxson,Hayes,jaxson_hayes,34.91,57.666666666666664,306.3333333333333,204.0,41.666666666666664,28.333333333333332,33.0,0.6643333333333333,0.6476666666666667,0.034333333333333334,jaxson_hayes
1630165,Killian Hayes,Killian,Hayes,killian_hayes,49.79,41.333333333333336,376.3333333333333,119.33333333333333,235.33333333333334,48.0,17.333333333333332,0.403,0.7713333333333333,0.3193333333333333,killian_hayes
1630703,Scoot Henderson,Scoot,Henderson,scoot_henderson,54.2,64.0,852.5,196.0,335.5,58.0,13.0,0.402,0.7929999999999999,0.3395,scoot_henderson
1641707,Taylor Hendricks,Taylor,Hendricks,taylor_hendricks,39.68,21.5,153.0,100.0,17.0,16.5,17.0,0.336,0.7715000000000001,0.3145,taylor_hendricks
1629639,Tyler Herro,Tyler,Herro,tyler_herro,70.95,62.0,1354.0,327.0,297.3333333333333,50.0,12.0,0.4506666666666667,0.8893333333333334,0.383,tyler_herro
1627741,Buddy Hield,Buddy,Hield,buddy_hield,48.77,55.333333333333336,641.6666666666666,177.66666666666666,123.33333333333333,46.333333333333336,21.666666666666668,0.4286666666666667,0.8663333333333334,0.381,buddy_hield
1629312,Haywood Highsmith,Haywood,Highsmith,haywood_highsmith,37.23,64.66666666666667,373.0,216.66666666666666,75.0,52.333333333333336,28.0,0.45133333333333336,0.608,0.37233333333333335,haywood_highsmith
1628988,Aaron Holiday,Aaron,Holiday,aaron_holiday,33.89,67.66666666666667,367.0,91.66666666666667,104.0,32.666666666666664,9.666666666666666,0.43366666666666664,0.8646666666666666,0.39799999999999996,aaron_holiday
201950,Jrue Holiday,Jrue,Holiday,jrue_holiday,62.66,66.0,945.3333333333334,326.3333333333333,355.6666666666667,68.66666666666667,35.0,0.4673333333333334,0.867,0.38866666666666666,jrue_holiday
1641842,Ronald Holland II,Ronald,Holland II,ronald_holland_ii,34.93,81.0,522.0,218.0,82.0,49.0,17.0,0.474,0.754,0.238,ronald_holland_ii
1626158,Richaun Holmes,Richaun,Holmes,richaun_holmes,38.06,23.666666666666668,143.0,119.66666666666667,22.333333333333332,6.666666666666667,14.0,0.5876666666666667,0.75,0.111,richaun_holmes
1631096,Chet Holmgren,Chet,Holmgren,chet_holmgren,69.51,57.0,918.0,452.5,131.5,38.0,130.5,0.51,0.7735000000000001,0.3745,chet_holmgren
1641720,Jalen Hood-Schifino,Jalen,Hood-Schifino,jalen_hood,39.44,10.0,70.66666666666667,18.0,24.666666666666668,3.3333333333333335,4.666666666666667,0.5830000000000001,0.8996666666666666,0.20266666666666666,jalen_hood
201143,Al Horford,Al,Horford,al_horford,51.74,62.666666666666664,572.0,390.6666666666667,161.66666666666666,34.666666666666664,58.0,0.47,0.8253333333333334,0.4093333333333333,al_horford
1629659,Talen Horton-Tucker,Talen,Horton-Tucker,talen_horton,42.61,58.0,531.0,143.66666666666666,168.66666666666666,35.666666666666664,19.666666666666668,0.424,0.7639999999999999,0.3173333333333333,talen_horton
1631216,Caleb Houstan,Caleb,Houstan,caleb_houstan,28.3,56.0,228.33333333333334,86.0,31.333333333333332,16.333333333333332,5.666666666666667,0.39066666666666666,0.8409999999999999,0.37033333333333335,caleb_houstan
1641724,Jett Howard,Jett,Howard,jett_howard,0.0,39.0,148.0,38.5,25.0,7.5,6.5,0.35350000000000004,0.598,0.28800000000000003,jett_howard
1628989,Kevin Huerter,Kevin,Huerter,kevin_huerter,44.55,46.0,454.0,136.66666666666666,104.0,44.0,15.333333333333334,0.42566666666666664,0.714,0.33866666666666667,kevin_huerter
1630643,Jay Huff,Jay,Huff,jay_huff,37.28,30.333333333333332,171.0,53.666666666666664,16.666666666666668,7.0,21.0,0.5716666666666667,0.908,0.4126666666666667,jay_huff
1630574,Ariel Hukporti,Ariel,Hukporti,ariel_hukporti,0.0,25.0,48.0,51.0,11.0,1.0,15.0,0.677,0.462,0.0,ariel_hukporti
1629631,De'Andre Hunter,De'Andre,Hunter,deandre_hunter,56.76,42.666666666666664,725.3333333333334,172.0,61.333333333333336,33.333333333333336,8.666666666666666,0.472,0.8416666666666667,0.408,deandre_hunter
1630538,Bones Hyland,Bones,Hyland,nahshon_hyland,35.01,16.0,99.33333333333333,16.666666666666668,21.333333333333332,12.0,2.6666666666666665,0.48533333333333334,0.59,0.426,nahshon_hyland
1642345,Oso Ighodaro,Oso,Ighodaro,oso_ighodaro,31.6,61.0,255.0,222.0,71.0,28.0,29.0,0.604,0.58,0.0,oso_ighodaro
204060,Joe Ingles,Joe,Ingles,joe_ingles,32.59,44.333333333333336,209.33333333333334,93.66666666666667,125.33333333333333,26.0,3.6666666666666665,0.37733333333333335,0.5603333333333333,0.34800000000000003,joe_ingles
